Design Study 1
Scenarios/Iterations:, 143
Parameter Constraint or Goal,Format,Unit,Initial Value,Scenario 1,Scenario 2,Scenario 3,Scenario 4,Scenario 5,Scenario 6,Scenario 7,Scenario 8,Scenario 9,Scenario 10,Scenario 11,Scenario 12,Scenario 13,Scenario 14,Scenario 15,Scenario 16,Scenario 17,Scenario 18,Scenario 19,Scenario 20,Scenario 21,Scenario 22,Scenario 23,Scenario 24,Scenario 25,Scenario 26,Scenario 27,Scenario 28,Scenario 29,Scenario 30,Scenario 31,Scenario 32,Scenario 33,Scenario 34,Scenario 35,Scenario 36,Scenario 37,Scenario 38,Scenario 39,Scenario 40,Scenario 41,Scenario 42,Scenario 43,Scenario 44,Scenario 45,Scenario 46,Scenario 47,Scenario 48,Scenario 49,Scenario 50,Scenario 51,Scenario 52,Scenario 53,Scenario 54,Scenario 55,Scenario 56,Scenario 57,Scenario 58,Scenario 59,Scenario 60,Scenario 61,Scenario 62,Scenario 63,Scenario 64,Scenario 65,Scenario 66,Scenario 67,Scenario 68,Scenario 69,Scenario 70,Scenario 71,Scenario 72,Scenario 73,Scenario 74,Scenario 75,Scenario 76,Scenario 77,Scenario 78,Scenario 79,Scenario 80,Scenario 81,Scenario 82,Scenario 83,Scenario 84,Scenario 85,Scenario 86,Scenario 87,Scenario 88,Scenario 89,Scenario 90,Scenario 91,Scenario 92,Scenario 93,Scenario 94,Scenario 95,Scenario 96,Scenario 97,Scenario 98,Scenario 99,Scenario 100,Scenario 101,Scenario 102,Scenario 103,Scenario 104,Scenario 105,Scenario 106,Scenario 107,Scenario 108,Scenario 109,Scenario 110,Scenario 111,Scenario 112,Scenario 113,Scenario 114,Scenario 115,Scenario 116,Scenario 117,Scenario 118,Scenario 119,Scenario 120,Scenario 121,Scenario 122,Scenario 123,Scenario 124,Scenario 125,Scenario 126,Scenario 127,Scenario 128,Scenario 129,Scenario 130,Scenario 131,Scenario 132,Scenario 133,Scenario 134,Scenario 135,Scenario 136,Scenario 137,Scenario 138,Scenario 139,Scenario 140,Scenario 141,Scenario 142,Scenario 143
Material,,N/A,Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials,6061-T6 (SS)@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials,Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,6061-T6 (SS)@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,6061-T6 (SS)@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials,Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials,Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,6061-T6 (SS)@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,6061-T6 (SS)@SOLIDWORKS Materials,Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,6061-T6 (SS)@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,6061-T6 (SS)@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials,6061-T6 (SS)@SOLIDWORKS Materials,6061-T6 (SS)@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials,Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,6061-T6 (SS)@SOLIDWORKS Materials,Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,6061-T6 (SS)@SOLIDWORKS Materials,Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials,Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials,Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials,Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,6061-T6 (SS)@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,6061-T6 (SS)@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,6061-T6 (SS)@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials,6061-T6 (SS)@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,6061-T6 (SS)@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,6061-T6 (SS)@SOLIDWORKS Materials,Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials
SSB Offset,,N/A,0.330039,0.329915,0.329941,0.329992,0.329992,0.330033,0.330014,0.329985,0.329951,0.330029,0.369586,0.330109,0.330010,0.329980,0.329968,0.330008,0.330006,0.329978,0.330108,0.330018,0.330216,0.330037,0.330017,0.330014,0.329919,0.329986,0.329928,0.330013,0.330039,0.329991,0.330031,0.330006,0.329915,0.329930,0.329959,0.330049,0.329987,0.329965,0.329984,0.329887,0.330036,0.330029,0.329990,0.329906,0.330045,0.329942,0.330030,0.330073,0.330017,0.329961,0.330055,0.330072,0.330001,0.329899,0.330021,0.330045,0.329984,0.329996,0.330031,0.329974,0.329861,0.330002,0.329943,0.330115,0.329953,0.329977,0.329953,0.329971,0.329990,0.329895,0.329982,0.329963,0.329974,0.329994,0.329998,0.330055,0.330007,0.329936,0.329982,0.330045,0.330056,0.330009,0.329900,0.329990,0.330097,0.330021,0.330032,0.329950,0.368839,0.330133,0.330002,0.330056,0.330033,0.329867,0.330005,0.330030,0.329984,0.329999,0.329975,0.329982,0.329951,0.329837,0.330033,0.329857,0.330054,0.330021,0.329980,0.330042,0.329958,0.330078,0.330022,0.329958,0.329901,0.329957,0.330054,0.329986,0.329969,0.329989,0.365149,0.329969,0.329984,0.330024,0.330192,0.329976,0.329980,0.329931,0.330007,0.330025,0.329956,0.330064,0.329946,0.330022,0.329952,0.330076,0.330029,0.329937,0.330031,0.329942,0.330005,0.330056,0.329924,0.330038,0.329915,0.330042
CSB Offset,,N/A,0.299991,0.349956,0.349930,0.349977,0.350010,0.350015,0.375510,0.300020,0.349967,0.350085,0.374363,0.349994,0.350051,0.349953,0.300015,0.349968,0.349987,0.350313,0.350091,0.299947,0.386143,0.350024,0.299967,0.349939,0.300022,0.299919,0.300044,0.350109,0.350027,0.350045,0.300051,0.300020,0.350068,0.350200,0.299983,0.350034,0.349993,0.350023,0.350005,0.384509,0.300146,0.300043,0.349979,0.299993,0.299923,0.349993,0.349977,0.349988,0.350036,0.350025,0.350028,0.299927,0.349980,0.349896,0.299990,0.371531,0.299905,0.349984,0.350090,0.349953,0.300010,0.349963,0.350067,0.349881,0.350045,0.300111,0.299892,0.350028,0.349986,0.349959,0.349980,0.350061,0.350039,0.349953,0.349978,0.349936,0.350021,0.349951,0.300042,0.300062,0.349785,0.299975,0.350048,0.349933,0.349886,0.350034,0.371285,0.350162,0.349996,0.375460,0.375474,0.349978,0.349980,0.350130,0.350113,0.350546,0.299896,0.300060,0.349992,0.350022,0.349924,0.349949,0.350021,0.372118,0.300115,0.350867,0.300070,0.349960,0.300063,0.299851,0.349963,0.300071,0.350476,0.349952,0.349894,0.299948,0.349970,0.300011,0.350025,0.350002,0.350087,0.299994,0.300013,0.350031,0.349959,0.349998,0.350056,0.299991,0.349901,0.349931,0.349985,0.300011,0.300090,0.349987,0.349999,0.350053,0.300067,0.350032,0.349981,0.349888,0.300055,0.350045,0.350050,0.349972
SS Z,,N/A,0.008965,0.008859,0.008901,0.009000,0.009041,0.008873,0.010136,0.009843,0.008692,0.008904,0.009371,0.007634,0.008833,0.009049,0.010681,0.008555,0.009331,0.008771,0.008629,0.009080,0.010093,0.009219,0.009132,0.008793,0.009002,0.008754,0.008744,0.008842,0.009060,0.009364,0.008666,0.008949,0.008225,0.016415,0.009378,0.009147,0.008906,0.008946,0.009206,0.008906,0.008646,0.008510,0.008983,0.009096,0.008902,0.008495,0.008827,0.009221,0.009295,0.008806,0.008989,0.008915,0.015264,0.006731,0.009085,0.008432,0.008480,0.008995,0.009142,0.008947,0.009206,0.009019,0.008393,0.008833,0.008925,0.009434,0.009171,0.009242,0.008956,0.008916,0.008876,0.009098,0.009277,0.008838,0.008919,0.010609,0.008954,0.008675,0.009208,0.015643,0.009433,0.008838,0.010553,0.009009,0.008871,0.008656,0.009466,0.007561,0.008917,0.009472,0.009137,0.009041,0.008873,0.009281,0.009306,0.009221,0.008290,0.009255,0.009294,0.008225,0.008216,0.009202,0.008546,0.009121,0.010526,0.009209,0.010954,0.009188,0.009222,0.009045,0.008841,0.008992,0.008802,0.008748,0.008921,0.010051,0.008833,0.009407,0.009057,0.010550,0.009165,0.009388,0.009732,0.015511,0.009083,0.008960,0.008898,0.008603,0.008960,0.008891,0.009574,0.009206,0.008658,0.009184,0.009099,0.009061,0.009076,0.008801,0.009189,0.009524,0.009080,0.009202,0.009095,0.009195
SS Thickness,,N/A,0.004645,0.003903,0.003041,0.001182,0.000429,0.000588,0.000729,0.001408,0.002243,0.001771,0.002216,0.000338,0.001244,0.002037,0.002965,0.001768,0.003015,0.004371,0.001710,0.002802,0.002380,0.003703,0.003836,0.003151,0.001565,0.004274,0.003123,0.000578,0.001111,0.000861,0.005240,0.002672,0.002172,0.003999,0.001645,0.003085,0.002025,0.001315,0.004114,0.004895,0.000086,0.000674,0.003094,0.002095,0.000114,0.003767,0.002572,0.004457,0.004949,0.001364,0.004921,0.000075,0.001503,0.001930,0.009515,0.003713,0.002831,0.000440,0.002161,0.003104,0.002666,0.003151,0.000300,0.001487,0.002378,0.000837,0.002791,0.000632,0.003247,0.001738,0.001683,0.005261,0.003304,0.001955,0.002803,0.001274,0.003368,0.002401,0.004074,0.005489,0.004328,0.003205,0.000210,0.002912,0.001366,0.001206,0.001525,0.003245,0.001353,0.004266,0.003115,0.002350,0.002274,0.002402,0.002069,0.002239,0.011879,0.003141,0.003902,0.001465,0.001395,0.002126,0.003177,0.004928,0.001982,0.002438,0.003546,0.000334,0.000666,0.000605,0.001437,0.003163,0.003250,0.001253,0.000926,0.001659,0.001802,0.001635,0.002475,0.003429,0.001713,0.002604,0.001057,0.000548,0.001224,0.002443,0.002797,0.001948,0.002290,0.001150,0.001364,0.001860,0.000940,0.002268,0.002968,0.002548,0.002143,0.002514,0.002181,0.001493,0.001779,0.002771,0.002597,0.000580
CS Thickness,,N/A,0.001438,0.003590,0.001796,0.001698,0.003766,0.001594,0.001810,0.001731,0.001426,0.003961,0.004060,0.003833,0.001068,0.002118,0.000947,0.001745,0.001829,0.003546,0.003629,0.000803,0.001382,0.000628,0.003468,0.001755,0.003089,0.001153,0.002855,0.002541,0.002117,0.000972,0.004039,0.002162,0.000126,0.000711,0.001320,0.004970,0.001000,0.004582,0.003046,0.001721,0.002765,0.004013,0.003009,0.000616,0.002295,0.000498,0.001491,0.002032,0.000889,0.000590,0.003897,0.001626,0.003299,0.003007,0.003268,0.001745,0.001002,0.001321,0.005612,0.002535,0.002657,0.002452,0.003192,0.004917,0.003381,0.000689,0.000979,0.000607,0.001809,0.003586,0.002743,0.002813,0.000406,0.003734,0.001111,0.004283,0.004397,0.000502,0.002538,0.001210,0.001447,0.000891,0.000351,0.001468,0.001196,0.007942,0.000942,0.002051,0.002179,0.002020,0.000952,0.003079,0.002932,0.002540,0.003492,0.002649,0.003917,0.003831,0.003011,0.001828,0.000788,0.002799,0.002413,0.005124,0.000722,0.001356,0.001541,0.001742,0.001718,0.002526,0.003613,0.003655,0.000531,0.004352,0.001855,0.001490,0.002372,0.001265,0.000825,0.000986,0.001511,0.001455,0.000661,0.004593,0.003293,0.000113,0.004175,0.002348,0.004016,0.000650,0.003765,0.000649,0.004256,0.005267,0.002829,0.001170,0.002707,0.004342,0.001697,0.000268,0.002396,0.003864,0.001750,0.001633
TT Thickness,,N/A,0.003707,0.003774,0.001862,0.002930,0.000968,0.004996,0.003545,0.000912,0.003305,0.001858,0.000224,0.000669,0.002822,0.000234,0.003056,0.004394,0.003977,0.003698,0.001364,0.002668,0.003192,0.002404,0.004052,0.002215,0.003262,0.001464,0.004098,0.003305,0.003809,0.002310,0.002368,0.001110,0.004750,0.001762,0.001514,0.000547,0.004952,0.003982,0.001435,0.005692,0.001218,0.004454,0.002938,0.001677,0.001438,0.002043,0.005913,0.001158,0.004380,0.002123,0.003888,0.000069,0.000316,0.000717,0.002846,0.000100,0.001868,0.001960,0.003945,0.002430,0.001882,0.003568,0.001378,0.004136,0.001530,0.002587,0.002852,0.004424,0.004155,0.000705,0.001286,0.002839,0.002863,0.001040,0.000055,0.002699,0.001923,0.003696,0.001797,0.001784,0.005481,0.002843,0.000067,0.002134,0.001635,0.004278,0.003125,0.003065,0.000788,0.002218,0.000482,0.002681,0.001120,0.001174,0.003517,0.001273,0.000145,0.000794,0.004348,0.000268,0.000445,0.002381,0.001898,0.002016,0.002262,0.002204,0.000794,0.002540,0.003822,0.003360,0.002839,0.004074,0.002904,0.003240,0.003246,0.001359,0.001366,0.001246,0.002636,0.002452,0.004245,0.001400,0.004659,0.001896,0.001725,0.002666,0.001069,0.004612,0.002324,0.003609,0.001706,0.001415,0.001693,0.001954,0.001623,0.003565,0.002117,0.000501,0.000984,0.002937,0.000531,0.003597,0.001221,0.002405
BB Thickness,,m,0.001042,0.00061407,0.002928,0.00116,0.002662,0.001112,0.0008316,0.002722,0.00060886,0.001345,0.005276,0.00020816,0.002861,0.001601,0.00071734,0.002713,0.0001399,0.003391,0.001875,0.002108,0.002585,0.001272,0.002001,0.00085391,0.001614,0.00063151,0.003354,0.001457,0.004821,0.002911,0.002223,0.001339,0.002506,0.00044894,0.003039,0.002955,0.00046835,0.003331,0.00076217,0.0023,0.004392,0.003602,0.002597,0.001423,0.004515,0.002204,0.002018,0.001284,0.001665,0.00161,0.004778,0.002692,0.001845,0.001117,0.003149,0.00081257,0.00041042,0.003636,0.00333,0.002145,0.002315,0.002721,0.003051,0.003706,0.002298,0.004015,0.00054839,0.001539,0.001458,0.00010592,0.002301,0.003587,0.00017722,0.001911,0.003297,0.001683,0.002677,0.00052045,0.00335,0.00094601,0.001277,0.00377,0.002522,0.002275,0.00082303,0.003662,0.002483,0.001503,0.002506,0.002341,0.00047271,0.003365,0.002253,0.003674,0.001079,0.002375,0.002646,0.001492,0.003983,0.003151,0.00063558,0.001369,0.002143,0.002965,0.003091,0.001592,0.002549,0.001298,0.00083779,0.006518,0.003815,0.0005413,0.00172,0.003908,0.001537,0.002497,0.001548,0.003653,0.00053955,0.001719,0.002402,0.001353,0.002452,0.001124,0.002619,0.002179,0.001778,0.002288,0.003351,0.002286,0.0005459,0.001872,0.00094272,0.001985,0.003362,0.002454,0.001079,0.00328,0.00022764,0.003064,0.002898,0.002072,0.001356,0.00193
HT Thickness,,m,0.003515,0.002333,0.00088595,0.001573,0.002067,0.003355,0.002371,0.00101,0.00204,0.00098894,0.00049802,0.00173,0.00090049,0.002715,0.003825,0.001841,0.002487,0.002735,0.00050769,0.00128,0.003607,0.002294,0.001177,0.003027,0.004675,0.00051568,0.001691,0.00051953,0.002064,0.001541,0.001871,0.00136,0.002487,0.002979,0.001747,0.00046586,0.003099,0.002948,0.003604,0.002189,0.001534,0.002143,0.00016096,0.002013,0.00094873,0.002335,0.001125,0.002822,0.001546,0.001399,0.002319,0.001986,2.27e-05,0.00093165,0.001164,0.002339,0.001442,0.002052,0.00078168,0.001212,0.0003537,0.00024015,0.002418,0.002203,0.00037734,0.00092524,0.003178,0.00083419,0.00031313,0.001768,0.002239,0.00012188,0.002944,0.004102,0.001147,0.001581,0.002916,0.003429,0.003896,0.00108,0.002679,0.00081595,0.003698,0.002392,0.00208,0.003827,0.003895,0.003327,0.001883,0.00054197,0.001681,0.001596,0.00118,0.002952,0.001234,0.003252,0.001268,0.00071683,0.00022369,0.004179,0.003435,0.001196,0.001985,0.00277,0.001176,0.001303,0.002117,0.001087,0.00045499,0.001807,0.00346,0.00076034,0.002393,0.00015609,0.002385,0.002577,0.00099212,0.002353,0.001107,0.003217,0.001804,0.002371,0.001237,0.001903,0.001572,0.002012,0.001257,0.002707,0.00010086,0.002943,0.00391,0.001598,0.002123,0.00034916,0.001617,0.002868,0.002301,0.0003429,0.002018,0.003879,0.001015,0.002901,0.003355,0.00367
ST Thickness,,N/A,0.002559,0.000219,0.003932,0.001229,0.001750,0.002103,0.001775,0.000561,0.002276,0.001125,0.002970,0.001394,0.004300,0.001734,0.000854,0.001764,0.001149,0.000918,0.005005,0.003275,0.001456,0.001953,0.002254,0.001244,0.003774,0.002379,0.001974,0.002366,0.002968,0.002168,0.002846,0.002938,0.001154,0.002140,0.000394,0.001763,0.000711,0.003390,0.001086,0.002822,0.004347,0.003291,0.000708,0.000635,0.001201,0.001989,0.004910,0.002140,0.001019,0.002214,0.002421,0.001779,0.001733,0.000189,0.000323,0.003025,0.002389,0.003214,0.002881,0.001887,0.001899,0.003345,0.001353,0.002564,0.000649,0.003304,0.000071,0.000665,0.003504,0.003278,0.002321,0.001701,0.002036,0.000424,0.002078,0.002418,0.001311,0.002432,0.001086,0.005209,0.003394,0.004082,0.002921,0.001139,0.002410,0.003598,0.001580,0.001423,0.000210,0.002516,0.002545,0.002116,0.005347,0.001818,0.002133,0.000901,0.000410,0.002278,0.001823,0.002744,0.001168,0.002099,0.001258,0.002633,0.002079,0.001339,0.000050,0.004198,0.001392,0.002076,0.001194,0.001849,0.003855,0.002250,0.001001,0.001081,0.000434,0.002638,0.000963,0.000841,0.001215,0.002244,0.002398,0.000750,0.001916,0.003098,0.001332,0.003139,0.004802,0.005241,0.002448,0.002131,0.001787,0.001957,0.002288,0.001234,0.002385,0.004334,0.001920,0.002326,0.002106,0.001584,0.002262,0.003564
DT Thickness,,m,0.001404,0.004382,0.001663,0.00083526,0.003054,0.001426,0.004488,0.00092721,0.00037447,0.00070783,0.00040484,0.001894,0.001629,0.001904,0.00068183,0.006556,0.002488,0.002134,0.00047441,0.005237,0.003826,0.002395,0.00161,0.00090769,0.00322,0.003425,0.002852,0.002394,0.002203,0.002568,0.006699,0.001925,0.001452,0.001123,0.002833,0.0026,0.00025369,0.00471,0.001607,0.001323,0.003723,0.001458,0.00027043,0.002597,0.003229,0.001687,0.003044,0.001206,0.001166,0.001671,0.003585,0.00099055,0.001482,0.003243,0.00045191,0.001243,0.003394,0.001699,0.004541,0.00168,0.003346,0.006841,0.00109,0.001637,0.001855,0.002565,0.001684,0.00011833,0.00095638,0.002859,0.002632,0.00286,0.001147,0.003867,0.00317,0.002573,0.001559,0.00188,0.003414,0.0037,0.00337,0.001717,0.00080635,0.001558,0.001293,0.006733,0.00102,0.001251,0.00131,0.003487,0.002092,0.002326,0.002843,0.003691,0.00468,0.002557,0.003467,0.001567,0.001595,0.001908,0.001642,0.00083882,0.001931,0.001538,0.00019504,0.00097861,0.002342,0.003413,0.00156,0.00201,0.00043848,0.001628,0.001449,0.003569,0.00050721,0.003074,0.00070145,0.00242,0.00029689,0.001337,0.002245,0.001691,0.003416,0.001276,0.001502,0.00041841,0.0022,0.006438,0.00075865,0.00023615,0.005199,0.004247,0.002587,0.001605,0.002062,0.001671,0.00038982,0.002606,0.001544,0.002236,0.002719,0.001936,0.001081,0.003771
DT Length,,N/A,0.631232,0.727737,0.649365,0.689680,0.653769,0.664537,0.703487,0.427583,0.750464,0.613645,0.664306,0.634999,0.485109,0.655561,0.769231,0.590967,0.649099,0.660395,0.659047,0.636165,0.609518,0.595034,0.638352,0.635756,0.666155,0.653223,0.695370,0.666570,0.794993,0.655274,0.637780,0.796306,0.664726,0.655511,0.604922,0.658006,0.663048,0.656436,0.661837,0.652346,0.663612,0.669660,0.662863,0.654924,0.831041,0.661945,0.599748,0.653913,0.651415,0.666517,0.624227,0.628733,0.627404,0.660283,0.657760,0.636308,0.648927,0.738085,0.645211,0.630032,0.595229,0.644491,0.697151,0.651320,0.600438,0.662492,0.635425,0.616120,0.654817,0.648492,0.685603,0.608189,0.660468,0.661849,0.645549,0.696344,0.662396,0.670254,0.667805,0.761293,0.688722,0.746095,0.617261,0.520342,0.659861,0.667779,0.682133,0.613548,0.632925,0.637510,0.658686,0.649683,0.641115,0.642834,0.715397,0.627356,0.651096,0.653736,0.770923,0.680379,0.674125,0.627372,0.718939,0.620377,0.622198,0.574763,0.657538,0.692976,0.623954,0.673114,0.658651,0.634134,0.662948,0.630790,0.637971,0.619623,0.655968,0.730460,0.650590,0.764313,0.656691,0.631437,0.628791,0.748603,0.656865,0.708235,0.621129,0.655824,0.628209,0.580909,0.590979,0.662867,0.717314,0.616743,0.665409,0.725221,0.619167,0.601609,0.674525,0.661986,0.609958,0.642023,0.653353,0.721923
