Design Study 1
Scenarios/Iterations:, 128
Parameter Constraint or Goal,Format,Unit,Initial Value,Scenario 1,Scenario 2,Scenario 3,Scenario 4,Scenario 5,Scenario 6,Scenario 7,Scenario 8,Scenario 9,Scenario 10,Scenario 11,Scenario 12,Scenario 13,Scenario 14,Scenario 15,Scenario 16,Scenario 17,Scenario 18,Scenario 19,Scenario 20,Scenario 21,Scenario 22,Scenario 23,Scenario 24,Scenario 25,Scenario 26,Scenario 27,Scenario 28,Scenario 29,Scenario 30,Scenario 31,Scenario 32,Scenario 33,Scenario 34,Scenario 35,Scenario 36,Scenario 37,Scenario 38,Scenario 39,Scenario 40,Scenario 41,Scenario 42,Scenario 43,Scenario 44,Scenario 45,Scenario 46,Scenario 47,Scenario 48,Scenario 49,Scenario 50,Scenario 51,Scenario 52,Scenario 53,Scenario 54,Scenario 55,Scenario 56,Scenario 57,Scenario 58,Scenario 59,Scenario 60,Scenario 61,Scenario 62,Scenario 63,Scenario 64,Scenario 65,Scenario 66,Scenario 67,Scenario 68,Scenario 69,Scenario 70,Scenario 71,Scenario 72,Scenario 73,Scenario 74,Scenario 75,Scenario 76,Scenario 77,Scenario 78,Scenario 79,Scenario 80,Scenario 81,Scenario 82,Scenario 83,Scenario 84,Scenario 85,Scenario 86,Scenario 87,Scenario 88,Scenario 89,Scenario 90,Scenario 91,Scenario 92,Scenario 93,Scenario 94,Scenario 95,Scenario 96,Scenario 97,Scenario 98,Scenario 99,Scenario 100,Scenario 101,Scenario 102,Scenario 103,Scenario 104,Scenario 105,Scenario 106,Scenario 107,Scenario 108,Scenario 109,Scenario 110,Scenario 111,Scenario 112,Scenario 113,Scenario 114,Scenario 115,Scenario 116,Scenario 117,Scenario 118,Scenario 119,Scenario 120,Scenario 121,Scenario 122,Scenario 123,Scenario 124,Scenario 125,Scenario 126,Scenario 127,Scenario 128
Material,,N/A,6061-T6 (SS)@SOLIDWORKS Materials,Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,6061-T6 (SS)@SOLIDWORKS Materials,Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials,6061-T6 (SS)@SOLIDWORKS Materials,6061-T6 (SS)@SOLIDWORKS Materials,Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials,6061-T6 (SS)@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,6061-T6 (SS)@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,6061-T6 (SS)@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,6061-T6 (SS)@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,6061-T6 (SS)@SOLIDWORKS Materials,6061-T6 (SS)@SOLIDWORKS Materials,Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials,Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,6061-T6 (SS)@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,6061-T6 (SS)@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials,6061-T6 (SS)@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,6061-T6 (SS)@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,6061-T6 (SS)@SOLIDWORKS Materials,6061-T6 (SS)@SOLIDWORKS Materials,Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,6061-T6 (SS)@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,6061-T6 (SS)@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,6061-T6 (SS)@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials,Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,6061-T6 (SS)@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials,Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,6061-T6 (SS)@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials,Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials,Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials,Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,6061-T6 (SS)@SOLIDWORKS Materials,AISI 4130 Steel, annealed at 865C@SOLIDWORKS Materials,6061-T6 (SS)@SOLIDWORKS Materials,Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials
SSB Offset,,N/A,0.330039,0.329940,0.329989,0.330081,0.330087,0.330036,0.329939,0.330085,0.330068,0.330069,0.330054,0.329975,0.330040,0.330035,0.330082,0.330024,0.330114,0.330048,0.329997,0.330040,0.330021,0.330009,0.330057,0.330074,0.330033,0.329961,0.330091,0.330079,0.330094,0.329991,0.330025,0.330056,0.330049,0.330034,0.329955,0.330024,0.330014,0.330075,0.329949,0.330011,0.330027,0.370240,0.330028,0.330065,0.330030,0.330062,0.330056,0.330041,0.329978,0.329994,0.330059,0.329991,0.330054,0.329978,0.330036,0.330030,0.329983,0.330019,0.330003,0.330065,0.330006,0.330065,0.329971,0.329978,0.330007,0.330068,0.329964,0.330038,0.330024,0.330028,0.330004,0.329953,0.329999,0.330045,0.330039,0.329983,0.330077,0.330020,0.329933,0.330042,0.329974,0.330032,0.330033,0.329892,0.330081,0.330004,0.329997,0.330080,0.329952,0.330064,0.330008,0.330009,0.330007,0.329990,0.329991,0.330030,0.330059,0.330033,0.330015,0.330003,0.329984,0.330014,0.330089,0.329994,0.330036,0.330039,0.330104,0.330004,0.329987,0.381157,0.330039,0.329965,0.330015,0.330021,0.330016,0.330062,0.330002,0.330026,0.329963,0.330024,0.330032,0.330084,0.330065,0.329984,0.330050,0.329984,0.330036,0.330096,0.330030
CSB Offset,,N/A,0.299991,0.350071,0.300110,0.350061,0.350048,0.350145,0.299955,0.349942,0.350053,0.349986,0.374294,0.349869,0.299940,0.349976,0.299955,0.349978,0.350018,0.350018,0.350008,0.299983,0.349980,0.350080,0.349991,0.300549,0.349996,0.349921,0.349915,0.350013,0.349958,0.299893,0.299890,0.349965,0.383024,0.350042,0.350080,0.300111,0.350005,0.350021,0.349982,0.300134,0.350490,0.350029,0.349984,0.350050,0.349968,0.350036,0.350022,0.349881,0.349917,0.299918,0.350038,0.373477,0.300008,0.374285,0.300026,0.350039,0.300143,0.349976,0.300174,0.300015,0.299865,0.300085,0.300027,0.350001,0.349772,0.350073,0.350043,0.299901,0.350014,0.350006,0.299996,0.349952,0.300104,0.350017,0.350107,0.350059,0.299907,0.349951,0.350038,0.350003,0.350025,0.349750,0.300124,0.374289,0.350063,0.350060,0.349986,0.300084,0.374808,0.300080,0.300020,0.350034,0.349880,0.349963,0.349961,0.350022,0.300009,0.350028,0.300066,0.300132,0.350012,0.350029,0.350020,0.349949,0.300014,0.350061,0.350019,0.300062,0.350031,0.371523,0.349955,0.300155,0.350062,0.299906,0.350055,0.350004,0.350116,0.299886,0.349992,0.349952,0.349736,0.349986,0.349988,0.349958,0.299996,0.349873,0.299882,0.350035,0.350011
SS Z,,N/A,0.008965,0.009062,0.009428,0.008972,0.010663,0.008924,0.008730,0.008894,0.008362,0.009955,0.009005,0.008956,0.008905,0.009041,0.008080,0.009058,0.008964,0.009006,0.008908,0.008918,0.008997,0.009072,0.009051,0.009013,0.009014,0.008950,0.008999,0.009006,0.009075,0.008918,0.009015,0.008912,0.004570,0.008916,0.009097,0.008245,0.009060,0.009150,0.009054,0.008927,0.008946,0.009041,0.009027,0.008899,0.008941,0.009046,0.008969,0.008981,0.009084,0.009022,0.009005,0.008677,0.008736,0.009004,0.008935,0.008964,0.009074,0.008969,0.008958,0.010240,0.008911,0.008709,0.009039,0.010538,0.011561,0.009053,0.008936,0.008952,0.008975,0.008995,0.008961,0.009069,0.008898,0.008948,0.004597,0.009016,0.008950,0.008946,0.009058,0.008995,0.008996,0.009036,0.008923,0.008945,0.008978,0.008997,0.008614,0.008955,0.008786,0.008986,0.009021,0.007936,0.009067,0.009038,0.009055,0.008912,0.009018,0.008945,0.009026,0.007787,0.009086,0.008975,0.008979,0.008934,0.007356,0.009014,0.008994,0.008901,0.009014,0.010749,0.008831,0.008957,0.008988,0.008929,0.008948,0.008954,0.008934,0.008893,0.009062,0.009053,0.008942,0.008229,0.009018,0.009009,0.008912,0.009048,0.008775,0.008950,0.008828
SS Thickness,,N/A,0.004645,0.002349,0.000391,0.000936,0.001434,0.005069,0.002138,0.000485,0.006223,0.001853,0.002396,0.002698,0.001833,0.000808,0.000808,0.002717,0.000046,0.002302,0.005532,0.000562,0.000289,0.003986,0.002999,0.001888,0.002797,0.001949,0.002031,0.000464,0.000264,0.001900,0.000261,0.000939,0.003988,0.003811,0.003277,0.002644,0.000933,0.002284,0.002231,0.002400,0.004026,0.001019,0.000797,0.000708,0.001884,0.001744,0.004201,0.003482,0.001991,0.002189,0.001841,0.003777,0.003725,0.005325,0.001881,0.002954,0.001581,0.001851,0.000463,0.001902,0.001995,0.002983,0.002772,0.004023,0.002984,0.001756,0.001828,0.001331,0.002851,0.003451,0.001656,0.000680,0.001753,0.001368,0.000431,0.001701,0.002939,0.001235,0.002847,0.002998,0.002008,0.001271,0.000336,0.000720,0.000628,0.004228,0.001061,0.001359,0.000623,0.002940,0.001622,0.002008,0.000812,0.003993,0.001091,0.000855,0.000528,0.001792,0.003831,0.002093,0.002392,0.001000,0.002483,0.001115,0.002307,0.002208,0.003292,0.001721,0.002809,0.001248,0.002380,0.002938,0.001068,0.003352,0.002310,0.001701,0.003842,0.003353,0.000205,0.004947,0.003638,0.000770,0.002567,0.001944,0.002686,0.004918,0.001067,0.002857,0.000037
CS Thickness,,N/A,0.001438,0.002974,0.002316,0.003055,0.003202,0.004667,0.000166,0.002005,0.001930,0.004466,0.003663,0.004909,0.000493,0.002387,0.004400,0.002719,0.000945,0.002949,0.004651,0.002391,0.000914,0.003710,0.001876,0.002589,0.002720,0.003381,0.001959,0.002238,0.001981,0.002214,0.002650,0.001402,0.001549,0.002607,0.003332,0.002036,0.002965,0.001323,0.002458,0.001173,0.002068,0.002141,0.000582,0.002674,0.002118,0.002006,0.004135,0.001109,0.002689,0.002605,0.003451,0.001183,0.003569,0.001893,0.003735,0.002151,0.002937,0.003290,0.000429,0.001272,0.002674,0.001406,0.002013,0.003241,0.002194,0.000638,0.001458,0.003561,0.007435,0.005477,0.000375,0.002315,0.003630,0.000894,0.002325,0.000367,0.003715,0.002903,0.002035,0.002837,0.002790,0.000099,0.001646,0.002204,0.003217,0.002942,0.004428,0.002632,0.000918,0.003829,0.001161,0.001563,0.005163,0.001097,0.000975,0.002061,0.000165,0.003012,0.001532,0.001746,0.003025,0.001715,0.000790,0.003719,0.000398,0.001787,0.002914,0.001740,0.003786,0.001485,0.003234,0.003071,0.002730,0.003880,0.002366,0.004444,0.002273,0.003950,0.000169,0.003269,0.003453,0.000723,0.001184,0.000641,0.001779,0.000960,0.000665,0.001459,0.010309
TT Thickness,,N/A,0.003707,0.001222,0.005093,0.003035,0.003322,0.003110,0.001002,0.003471,0.003395,0.003612,0.002129,0.002782,0.002591,0.001983,0.003049,0.002129,0.002045,0.003496,0.002340,0.002050,0.000744,0.004555,0.002578,0.003639,0.005193,0.004269,0.003394,0.002201,0.003616,0.000771,0.002318,0.002299,0.001753,0.002436,0.002079,0.002284,0.001297,0.001075,0.003689,0.003370,0.001424,0.004435,0.002163,0.001718,0.000652,0.001337,0.000986,0.003172,0.001527,0.000336,0.003363,0.004515,0.003189,0.001995,0.001226,0.003431,0.002634,0.001523,0.002610,0.002888,0.004709,0.003024,0.000734,0.001818,0.001815,0.003220,0.001226,0.000689,0.001666,0.003409,0.001396,0.000855,0.000895,0.001345,0.001855,0.001583,0.001529,0.000509,0.002441,0.001622,0.003611,0.002196,0.000275,0.002893,0.002565,0.000573,0.004057,0.000316,0.000733,0.002693,0.001209,0.003432,0.002115,0.003221,0.003544,0.000427,0.001555,0.002360,0.001762,0.002647,0.003914,0.003462,0.005252,0.000290,0.001903,0.002888,0.001602,0.002533,0.003573,0.002405,0.000899,0.002468,0.002007,0.000856,0.001733,0.002167,0.000974,0.001320,0.005449,0.004688,0.001456,0.000594,0.003097,0.001954,0.002525,0.001455,0.001822,0.000687,0.002173
BB Thickness,,m,0.001042,0.001625,0.001929,0.001967,0.001558,0.001511,0.001462,0.00313,0.00068958,0.00074919,0.003609,0.003118,0.00011405,0.00013539,0.003456,0.001111,0.003726,0.00064371,0.004284,0.001476,0.00057962,0.002572,0.002006,0.002587,0.002493,0.001624,0.00037352,0.00087552,0.002792,0.005152,0.002622,0.00056383,0.00072067,0.00124,0.002998,0.003173,0.00051572,0.002695,0.00074799,0.00171,0.002403,0.002318,0.00017015,0.001519,0.003926,0.003352,0.001778,0.003967,0.003284,0.002654,0.002231,0.003627,0.00137,0.00386,0.00216,0.003131,0.002827,0.002026,0.003775,0.003977,0.001009,0.002805,0.00056762,0.002226,0.002704,0.00010734,0.00202,0.001939,0.001363,0.005092,0.002095,0.001906,0.003138,0.001691,0.001588,0.001256,0.002486,0.00022594,0.001336,0.003602,0.0009544,0.002146,0.004355,0.002704,0.001069,0.003462,0.001521,0.00032232,0.00059501,0.00046686,0.005258,0.002197,0.002065,0.002052,0.001682,0.001869,0.001655,0.004706,0.001901,0.002939,0.002722,0.002134,0.001187,0.00251,0.003024,0.00060004,0.005211,0.003821,0.002523,0.001336,0.002661,0.001097,0.002261,0.00035922,0.00019503,0.002975,0.00090001,0.001506,0.002013,0.001212,0.001144,0.00038511,0.002297,0.0004943,0.00038854,0.002263,0.002981,0.001337,0.00060925
HT Thickness,,m,0.003515,0.0021,0.002145,0.001735,0.00097418,0.002368,0.002928,0.001295,0.003198,0.003865,3.37e-05,0.002546,0.001828,0.001529,0.001449,0.003427,0.002311,0.003821,0.00073674,0.002,0.001823,0.004367,0.00066358,0.001327,0.00067031,0.002707,0.003162,0.003078,0.002994,0.00092123,0.00011653,0.002251,0.002307,0.004227,0.001549,0.003032,3.821e-05,0.00010567,0.003902,0.001687,0.001764,0.002031,0.002615,0.001998,0.004036,0.003072,0.001852,0.00433,0.004073,0.003926,0.00089615,0.001708,0.001117,0.002427,0.001318,0.004718,0.003934,0.004338,0.003466,0.001601,0.002506,0.002826,0.001752,0.002533,0.001408,0.003051,0.001991,0.003648,0.002383,0.003018,0.002149,0.002876,0.001366,0.002353,0.001017,0.001379,0.00087032,0.003534,0.003522,0.002628,0.001279,0.003143,0.004628,0.001955,0.002906,0.001736,0.004763,0.003771,0.002074,0.00095231,0.00295,0.003247,0.001939,0.00059672,0.004972,0.002142,0.003687,0.003775,0.001362,0.002093,0.001823,0.004769,0.003828,0.001903,0.004061,0.001516,0.002949,0.003241,0.00531,0.00097895,0.001085,0.001279,0.004188,0.005876,0.003823,0.002918,0.0005404,0.004533,0.0022,0.001669,0.002735,0.001453,0.002853,0.002196,0.001943,0.00097504,0.002446,0.002996,0.003288
ST Thickness,,N/A,0.002559,0.003493,0.000802,0.001257,0.001458,0.003263,0.000988,0.002954,0.000862,0.004769,0.000108,0.002384,0.001245,0.000379,0.004000,0.002121,0.002489,0.004783,0.005075,0.000592,0.003874,0.000114,0.002879,0.003517,0.002089,0.001944,0.001472,0.004468,0.001807,0.001699,0.000118,0.001917,0.004193,0.004090,0.002856,0.001497,0.001972,0.001156,0.004293,0.001291,0.002240,0.001224,0.003410,0.004689,0.002239,0.000015,0.002191,0.003742,0.001179,0.001031,0.000522,0.000815,0.001551,0.000369,0.001764,0.003724,0.001438,0.001360,0.002962,0.003267,0.003117,0.001792,0.001082,0.004159,0.001961,0.002287,0.003229,0.004123,0.003767,0.003760,0.001215,0.002531,0.000174,0.002049,0.001934,0.002349,0.002578,0.002793,0.002230,0.002662,0.001770,0.001702,0.001381,0.000641,0.002331,0.003620,0.001580,0.003586,0.003500,0.004076,0.002841,0.000978,0.002227,0.003043,0.001388,0.001533,0.004319,0.003125,0.002573,0.001340,0.000881,0.002264,0.002975,0.002875,0.003331,0.002089,0.000559,0.002789,0.003241,0.003540,0.003901,0.003948,0.002281,0.001711,0.001189,0.003252,0.001525,0.000448,0.002802,0.000855,0.001400,0.000666,0.004074,0.001085,0.001437,0.005126,0.000282,0.000991,0.000196
DT Thickness,,m,0.001404,0.00036516,0.00191,0.002389,0.008254,0.002597,0.001832,0.001183,0.002254,0.001199,0.00452,0.001835,0.003288,0.002596,0.002176,0.003017,0.00072719,0.003653,0.001956,0.001636,0.001971,0.003031,0.001169,0.00139,0.002398,0.001589,0.00041836,0.002246,0.002097,0.005166,0.003127,0.00068967,0.001437,0.001396,0.00060266,0.001883,0.001649,0.005603,0.00076725,0.00021227,0.001599,0.001943,0.001998,0.003848,0.001326,0.002146,0.001268,0.003262,0.00247,0.004739,0.002832,0.001411,0.001585,0.00183,0.003068,0.003676,0.003288,0.002525,0.001331,0.00027333,0.00042972,0.002447,0.003077,0.00095967,0.001324,0.001277,0.001658,0.005243,0.002356,0.004296,0.001257,0.002983,0.001452,0.002859,0.002048,0.001297,0.004185,0.001138,0.003207,0.001744,0.003632,0.002461,0.001943,0.003019,0.001559,0.003007,0.002623,0.003067,0.006254,0.001843,0.00205,0.006464,0.001033,0.00097839,0.001406,0.00079371,0.003374,0.001646,0.003087,0.004457,0.003272,0.00147,0.004316,0.002198,0.00108,0.001161,0.001835,0.003924,0.0037,0.003608,0.003724,0.004688,0.00087842,0.004942,0.00094423,0.0019,0.002114,0.00239,0.002157,0.003512,0.001261,0.001942,0.003083,0.001333,0.002108,0.00302,0.002648,0.002213,0.003908
DT Length,,N/A,0.631232,0.660898,0.645134,0.679871,0.745299,0.670888,0.662518,0.670800,0.639670,0.614423,0.681208,0.646468,0.662817,0.672625,0.667500,0.629419,0.665495,0.682181,0.623865,0.588524,0.627098,0.614618,0.631863,0.643573,0.642689,0.654813,0.654223,0.615158,0.661028,0.717906,0.664960,0.642533,0.643548,0.656026,0.635638,0.651897,0.637577,0.636306,0.696458,0.613554,0.682200,0.692303,0.653592,0.653045,0.668063,0.652486,0.603718,0.662942,0.629677,0.643678,0.670085,0.849914,0.635773,0.664916,0.676379,0.595520,0.670518,0.696635,0.666550,0.658662,0.614035,0.513880,0.661330,0.673469,0.562030,0.645731,0.628336,0.734319,0.617507,0.673422,0.588424,0.646567,0.734423,0.726999,0.660600,0.640036,0.687810,0.661039,0.716328,0.675597,0.710124,0.666115,0.654383,0.817962,0.659386,0.663258,0.625179,0.558507,0.541223,0.665683,0.773301,0.675186,0.617150,0.635384,0.640943,0.643760,0.660858,0.651802,0.652800,0.678404,0.664978,0.643059,0.665660,0.665294,0.655409,0.664839,0.647295,0.667535,0.656072,0.551267,0.631417,0.628073,0.619762,0.620579,0.651891,0.581376,0.676993,0.669559,0.677638,0.667642,0.634993,0.667091,0.634061,0.698075,0.604056,0.633485,0.543136,0.602037,0.669500
Min FS 1,Monitor Only,,3.640e+00,1.025e+00,3.932e-01,4.881e-01,3.769e-01,4.533e-01,2.407e-01,3.889e-01,4.021e-01,1.048e+00,3.249e-01,3.247e-01,2.684e-01,1.843e-01,7.662e-01,3.764e-01,1.433e-01,9.549e-01,3.623e-01,6.668e-01,1.079e+00,1.735e-01,9.575e-01,3.481e-01,5.003e-01,Simulation Eccentric Stiffness (3) fails.,1.963e-01,3.095e-01,4.438e-01,6.755e-01,2.567e-01,1.341e-01,2.166e-01,2.034e-01,2.404e-01,2.031e+00,4.243e-01,4.480e-01,2.481e-01,4.672e-01,2.888e-01,4.105e-01,2.272e-01,2.800e-01,2.402e-01,Simulation Eccentric Stiffness (3) fails.,8.229e-01,4.394e-01,3.495e-01,6.497e-01,2.164e-01,4.119e-01,1.283e+00,5.017e-01,1.312e+00,5.421e-01,3.673e-01,1.909e-01,7.828e-01,3.335e-01,2.555e-01,1.454e+00,2.093e-01,2.345e-01,5.610e-01,2.253e-01,1.863e-01,3.778e-01,1.488e+00,3.934e-01,2.976e-01,2.953e-01,2.560e-01,5.982e-01,3.717e-01,2.467e-01,1.341e+00,1.263e-01,1.337e+00,5.599e-01,4.701e-01,8.295e-01,2.374e-01,2.236e-01,6.414e-01,3.361e-01,1.213e+00,6.259e-01,7.096e-01,2.155e-01,4.457e-01,5.157e-01,2.873e-01,3.684e-01,1.703e-01,2.896e-01,4.070e-01,3.122e-01,3.150e-01,1.751e+00,3.758e-01,3.375e-01,4.157e-01,2.640e-01,2.504e-01,5.353e-01,4.903e-01,4.120e-01,9.933e-01,1.472e+00,1.997e+00,1.862e+00,2.958e-01,1.263e+00,6.569e-01,1.264e+00,3.307e-01,9.746e-01,9.014e-01,1.042e+00,8.425e-01,1.929e-01,1.507e+00,7.145e-01,1.272e+00,8.108e-01,2.210e-01,3.488e-01,4.257e-01
